"Datum";"R_eff";"R_eff_lwr";"R_eff_upr"
2020-04-12;0,736697966200227;0,714691024376053;0,75903395957558
2020-04-13;0,705687686805954;0,683306781447649;0,728424208754684
2020-04-14;0,689610774664726;0,66649847554077;0,713111508464258
2020-04-15;0,691533854927207;0,667234832461569;0,716261384371674
2020-04-16;0,695374493638892;0,669731172993311;0,721492829731242
2020-04-17;0,726706444807899;0,699107176620484;0,754832527541042
2020-04-18;0,7607163422223;0,731062471580561;0,79095149065338
2020-04-19;0,743568930244915;0,712949637556374;0,774822968922872
2020-04-20;0,725823945602525;0,694312227091654;0,75802517413467
2020-04-21;0,703914456654278;0,671544879105358;0,737035231538973
2020-04-22;0,683792239658539;0,650403822510547;0,718004608716775
2020-04-23;0,612633150231712;0,579450291257764;0,646726879744176
2020-04-24;0,621756792267787;0,586366728028712;0,658169186381564
2020-04-25;0,674317434103504;0,635034719240462;0,71476236906237
2020-04-26;0,730268579071733;0,686780469518873;0,775072823159218
2020-04-27;0,750286954544131;0,703807738582081;0,798231291745619
2020-04-28;0,753085766683425;0,704388779563711;0,803387320027499
2020-04-29;0,77037853516598;0,719065424451974;0,823435023630814
2020-04-30;0,788507665012773;0,73454158315215;0,844359528498105
2020-05-01;0,822656806851231;0,765496247321219;0,881846295634757
2020-05-02;0,85489846069923;0,794723139752918;0,917238599082868
2020-05-03;0,834905631922761;0,773850125598903;0,89824640159547
2020-05-04;0,825805036098741;0,763579027811284;0,890433739424536
2020-05-05;0,843640409733484;0,779090761156968;0,910722436739482
2020-05-06;0,87078242289681;0,803472950525961;0,940760724141485
2020-05-07;0,849095879296037;0,781103113466891;0,91988559480915
2020-05-08;0,869600634292593;0,799243291977327;0,942883516732943
2020-05-09;0,897399120759332;0,824346718803485;0,973508588292312
2020-05-10;0,84181375918258;0,769774955374802;0,9170287068077
2020-05-11;0,908282067856818;0,831882453804149;0,987990001140065
2020-05-12;0,900493490616012;0,822978907888432;0,981446707748867
2020-05-13;0,924670704010063;0,844838599531242;1,00805524968859
2020-05-14;0,979669127866565;0,896318763987275;1,06667211014548
2020-05-15;1,09087503927512;1,00207281069114;1,18339342542419
2020-05-16;1,09280200708619;1,00415445887147;1,18514568979177
2020-05-17;1,06109665986394;0,974718527863101;1,15108950687602
2020-05-18;1,04862065693151;0,963705371052619;1,1370700246335
2020-05-19;1,05643200534555;0,971908387468837;1,14442950413229
2020-05-20;1,02960896257726;0,946808053249905;1,11583118442575
2020-05-21;0,981348153562947;0,901036635185769;1,06503918176541
2020-05-22;0,976549496970521;0,896559493542069;1,05990860974056
2020-05-23;0,999059475601869;0,917945351948473;1,08355871672389
2020-05-24;0,938873623161448;0,860122670092332;1,02102470846273
2020-05-25;0,926024916567337;0,847465079965343;1,00801709652419
2020-05-26;0,887674681793208;0,810108307507819;0,968736432024686
2020-05-27;0,906593207600568;0,82713119690042;0,989647490958196
2020-05-28;0,825663855981098;0,748756841732857;0,906276541298428
2020-05-29;0,915047608966838;0,8323554711891;1,00159966272606
2020-05-30;0,965029930130129;0,878384242079233;1,0556927011991
2020-05-31;0,86903322989045;0,785945607236426;0,956235649016448
2020-06-01;0,800413373233928;0,719747796763131;0,885301578651982
2020-06-02;0,805236563500385;0,722499073345656;0,892394477237575
2020-06-03;0,909247469989319;0,818591360356575;1,0045958277546
2020-06-04;0,923891356154402;0,830272616179561;1,02243904827422
2020-06-05;1,069423763589;0,966926853704533;1,17700974238906
2020-06-06;1,07579118539366;0,972684001938384;1,18401773842688
2020-06-07;1,0593387994322;0,957808463975531;1,16591021246617
2020-06-08;1,04425861256597;0,944417821017603;1,1490438774751
2020-06-09;0,9379818120343;0,844211648952554;1,03661902747898
2020-06-10;0,976968969721607;0,881197880675406;1,07760934184747
2020-06-11;0,934958015868562;0,840860516299632;1,03397424430398
2020-06-12;0,961806496689792;0,865654576801194;1,06294909179442
2020-06-13;1,02232491798685;0,922363551431742;1,12735495276206
2020-06-14;1,02522708522524;0,924853878366657;1,13069668803031
2020-06-15;1,12037546078009;1,01553147148973;1,23029592962321
2020-06-16;1,01279441774007;0,914141572597154;1,11642955846138
2020-06-17;1,03140275207665;0,932670719936199;1,1350306235949
2020-06-18;0,932036342950468;0,838736033928715;1,03018613779311
2020-06-19;0,990200197234827;0,893748177943227;1,09152336310662
2020-06-20;1,01823278043816;0,91991708812777;1,12146809070441
2020-06-21;1,03357368688897;0,934391231289425;1,13768699841803
2020-06-22;1,06945257932382;0,96878490601055;1,17502465292755
2020-06-23;1,0783195734402;0,97787877274634;1,18359999211853
2020-06-24;1,0900123969284;0,989974185038318;1,19479652911229
2020-06-25;1,08202376564063;0,983489323725845;1,18519474668212
2020-06-26;1,18053013864811;1,07870910866133;1,28687740237501
2020-06-27;1,2014934389903;1,10052542641727;1,30682936284565
2020-06-28;1,16296762146308;1,06605233273471;1,26403898065061
2020-06-29;1,16834102169631;1,07356578667618;1,26706788337832
2020-06-30;1,25359049913611;1,15759966833292;1,3533502389672
2020-07-01;1,30253150927816;1,20734660876258;1,40127649200372
2020-07-02;1,26029832407605;1,16997216516752;1,35393537387774
2020-07-03;1,3358699861627;1,24620378068579;1,42860697497475
2020-07-04;1,34718209326359;1,26064131115572;1,43655502990469
2020-07-05;1,29247406845231;1,21137195010625;1,37616682688138
2020-07-06;1,21899495985526;1,14351822112894;1,29684963707084
2020-07-07;1,19909468829133;1,12683624612171;1,27356686621796
2020-07-08;1,21106309977261;1,14054358194617;1,28366804846455
2020-07-09;1,14200673888618;1,07544870375364;1,2105348727227
2020-07-10;1,14633894064839;1,08125673521896;1,2132962598317
2020-07-11;1,12622585784594;1,06306015581044;1,19118876881195
2020-07-12;1,0864169123885;1,02555969328695;1,14900344372926
2020-07-13;1,05030615810141;0,991398501731693;1,11088987224761
2020-07-14;1,05053405680373;0,992239475683336;1,11046912831953
2020-07-15;1,07853704568079;1,01991426078195;1,13877482102384
2020-07-16;1,06357733112412;1,00587999533148;1,12286098715211
2020-07-17;1,05855447596673;1,00154856275741;1,11711594704101
2020-07-18;1,04435337412905;0,988240873540939;1,10199345376712
2020-07-19;1,04278525932328;0,987137124036566;1,09993777088563
2020-07-20;1,02690171354556;0,972039346425572;1,08324893498595
2020-07-21;1,03338652072949;0,978629323976019;1,08961327038778
2020-07-22;1,09324176306255;1,03715167111884;1,15078813458678
2020-07-23;1,08401847805731;1,02863175019028;1,14083711638
2020-07-24;1,10464252372815;1,04936886544746;1,16131486532125
2020-07-25;1,11835276959827;1,06346896317113;1,17459801838672
2020-07-26;1,08630448487156;1,03304414297982;1,14088471005319
2020-07-27;1,03805722448479;0,986754553522545;1,09064171142956
2020-07-28;1,03162311955188;0,980979548121137;1,08352335938349
2020-07-29;0,994514621957698;0,945092754928935;1,04517829886525
2020-07-30;1,03172985052264;0,981494040747743;1,08320179124117
2020-07-31;1,05340549101408;1,00274325606353;1,10529868443946
2020-08-01;1,02635847801938;0,976616692380068;1,07731840231382
2020-08-02;1,00414310176387;0,955219944459693;1,05427086169561
2020-08-03;0,969827873373013;0,921897220703686;1,01895609091552
2020-08-04;0,921432216489355;0,874673358380718;0,969391479090758
2020-08-05;0,962166928894382;0,914038284831326;1,01151304183599
2020-08-06;0,95562997634169;0,907266868413079;1,00523122820736
2020-08-07;0,954693109068056;0,906014522497791;1,00462752234015
2020-08-08;0,969771418042474;0,920374766115114;1,02044107907882
2020-08-09;0,964257597494604;0,914716380816942;1,01508690034769
2020-08-10;0,978596584306992;0,928423310994352;1,03007159051459
2020-08-11;1,04484403402773;0,992751274231697;1,09825010486879
2020-08-12;1,04551045940975;0,993435621752969;1,09889683500424
2020-08-13;1,12351502432428;1,06979104685688;1,17853667727403
2020-08-14;1,29019235488905;1,23322390380895;1,34842906116266
2020-08-15;1,27939339417903;1,22413541796855;1,33585408797617
2020-08-16;1,23270016320802;1,18040015474448;1,2861179461016
2020-08-17;1,2449633628613;1,1942150824699;1,29675282053534
2020-08-18;1,21013340164444;1,161736836291;1,25950375323052
2020-08-19;1,24874431872468;1,20107424870364;1,29732909792141
2020-08-20;1,28148755335834;1,23468767724018;1,32914579852976
2020-08-21;1,27691088717338;1,23180838435766;1,32281299405633
2020-08-22;1,24653634811964;1,20360379180007;1,2902107416336
2020-08-23;1,17256592089861;1,1323931428852;1,21342913996592
2020-08-24;1,12475600400234;1,08656103171662;1,16360153663357
2020-08-25;1,11195415418741;1,07480729989039;1,14972326448079
2020-08-26;1,09511939182163;1,05889393319998;1,13194561728478
2020-08-27;1,02487194304681;0,990355035368272;1,05997184742986
2020-08-28;1,07694556104208;1,04188558163354;1,11257761649449
2020-08-29;1,07984491531828;1,0450183209396;1,11523439249758
2020-08-30;1,04725210398475;1,01330950258864;1,08174606062604
2020-08-31;1,01985671985807;0,98667372139951;1,05358086164134
2020-09-01;0,989831420374796;0,957330555862308;1,02286723638885
2020-09-02;1,01444379257915;0,9815871802981;1,04783374610092
2020-09-03;1,0316022579196;0,998484867877709;1,06525239930134
2020-09-04;1,06834571553608;1,03472819900608;1,10249314446898
2020-09-05;1,06050122214979;1,02722549633348;1,09429995658189
2020-09-06;1,07594174823593;1,04271365295398;1,10968374312144
2020-09-07;1,07956667674778;1,04660783789882;1,11302933261478
2020-09-08;1,11676060174638;1,08359758405991;1,15041650171
2020-09-09;1,2047590867256;1,17077078603268;1,23922693096562
2020-09-10;1,20386760716291;1,17060822390029;1,23758639019471
2020-09-11;1,29960425095901;1,26595914761518;1,33368445799475
2020-09-12;1,25504674862375;1,22308939038718;1,28741050228161
2020-09-13;1,20453556075706;1,17435502878305;1,23509367533012
2020-09-14;1,22849398749651;1,19898150143476;1,25836030021831
2020-09-15;1,20723022457657;1,17885006866827;1,23594325375687
2020-09-16;1,21827416165542;1,19059677293579;1,24626514751592
2020-09-17;1,21465938455582;1,18782551991495;1,24178880670001
2020-09-18;1,24141774928251;1,21508041108248;1,26803354869277
2020-09-19;1,20729735176563;1,18212332566453;1,23273292540411
2020-09-20;1,14487250451323;1,1210999908549;1,16889096067935
2020-09-21;1,0917719516832;1,06914030107908;1,11463734247963
2020-09-22;1,05611337978561;1,03425405993471;1,07819811772977
2020-09-23;1,05528269353139;1,03368608853374;1,07709947832641
2020-09-24;1,00607826012578;0,985173561280156;1,02719938009371
2020-09-25;1,03581844350743;1,0147079014112;1,05714331018675
2020-09-26;1,04790719135179;1,02674937087086;1,06927779363733
2020-09-27;1,0064566877642;0,985835577967761;1,02728827688147
2020-09-28;0,999995250344159;0,979524506922285;1,02067475306434
2020-09-29;0,986024688156618;0,965724984354629;1,00653259811115
2020-09-30;0,992576349936022;0,972193686255303;1,01316753399196
2020-10-01;0,986090498113394;0,965745395641401;1,00664472978291
2020-10-02;1,02796905462471;1,00715934945548;1,04898859521824
2020-10-03;1,05400386906235;1,03294524482959;1,0752720431125
2020-10-04;1,06044760003743;1,0394285707447;1,0816741068355
2020-10-05;1,06633650519903;1,04542204288013;1,08745523011531
2020-10-06;1,07644248047183;1,05561802818099;1,09746751282352
2020-10-07;1,11831494779422;1,0973016962815;1,13952473112352
2020-10-08;1,12358477499453;1,10280280501093;1,1445580445909
2020-10-09;1,15266951567369;1,13196290780047;1,17356119689279
2020-10-10;1,15239608952556;1,13208646340827;1,1728837725667
2020-10-11;1,11289124043746;1,09334991128503;1,1326032557002
2020-10-12;1,10496416119409;1,08585998921497;1,12423261606279
2020-10-13;1,10887369926914;1,09004317634973;1,12786324516797
2020-10-14;1,12795544892082;1,10925156770822;1,14681353636553
2020-10-15;1,13082428478459;1,11240412612102;1,14939360550982
2020-10-16;1,17306360470171;1,15463547771225;1,19163560549757
2020-10-17;1,17840958862454;1,16032399247719;1,19663310619893
2020-10-18;1,14268567558793;1,12529806635231;1,16020474278194
2020-10-19;1,12586008030971;1,1089883132352;1,14285745633289
2020-10-20;1,13011033860674;1,11353564188227;1,14680578472361
2020-10-21;1,18436305283952;1,16770220859216;1,20114028125078
2020-10-22;1,25012087988243;1,23336809871115;1,26698510645448
2020-10-23;1,30912884382985;1,29247112158612;1,32589174836584
2020-10-24;1,32574453525071;1,30958751072798;1,3419992476
2020-10-25;1,28154305529788;1,26631030079843;1,29686562215723
2020-10-26;1,24345035135855;1,22904741440148;1,25793602926558
2020-10-27;1,27507644937251;1,2610128075189;1,28921700188641
2020-10-28;1,2987742070762;1,28507697007635;1,31254305099348
2020-10-29;1,31680642348183;1,30353162171214;1,33014754705585
2020-10-30;1,34920107340124;1,33630340727035;1,36215982742196
2020-10-31;1,34074970683054;1,32844824011407;1,35310708395149
2020-11-01;1,30114601748339;1,28956798415184;1,31277507903081
2020-11-02;1,27141451406522;1,26045367011653;1,2824221539147
2020-11-03;1,25978340747619;1,24929297427456;1,27031709550384
2020-11-04;1,2532125627081;1,24312439280789;1,2633409379573
2020-11-05;1,23967965217165;1,22999214237221;1,24940463751104
2020-11-06;1,25330829584058;1,24389136434087;1,26276024838639
2020-11-07;1,22073856632851;1,21175401864944;1,22975584090566
2020-11-08;1,1921578995614;1,183562985215;1,20078347954493
2020-11-09;1,15328954100648;1,14507891592746;1,16152909268039
2020-11-10;1,14077785248777;1,13281161778494;1,14877161419832
2020-11-11;1,15061459100005;1,14278282787483;1,15847272989023
2020-11-12;1,13799820788489;1,13036853706378;1,14565318705883
2020-11-13;1,12074194091835;1,11332224140425;1,12818594247345
2020-11-14;1,08759067403515;1,0804166756438;1,09478808383916
2020-11-15;1,04778338425576;1,04084974564401;1,05473972287545
2020-11-16;1,02212096990746;1,01534538107821;1,0289187800325
2020-11-17;1,01483937132929;1,00812841015403;1,02157228815285
2020-11-18;1,00247871832976;0,995830136733912;1,00914911522231
2020-11-19;0,982648117363012;0,97607541363513;0,989242572157667
2020-11-20;0,996951066919617;0,990325911154915;1,00359800477106
2020-11-21;0,99285084586262;0,986230679072024;0,999492852008814
2020-11-22;0,950813137461545;0,944328323422808;0,957319835095982
2020-11-23;0,924808258729321;0,918389195144835;0,93124936865157
2020-11-24;0,899450990041246;0,893068449211457;0,905855943247559
2020-11-25;0,887536324499159;0,881116411712604;0,893979218868149
2020-11-26;0,891501127185027;0,884964993872442;0,898060976903618
2020-11-27;0,910930163271319;0,904210625449178;0,917674233061063
2020-11-28;0,928082086798;0,921192826244415;0,934996658247722
2020-11-29;0,902484788412661;0,895602506500578;0,9093930490257
2020-11-30;0,867787252394191;0,860950582660678;0,874650585970596
2020-12-01;0,86063313858565;0,853710553352743;0,867583291548837
2020-12-02;0,849965153242271;0,842945699915967;0,857013310029269
2020-12-03;0,84454338218588;0,837388812382359;0,851727965709776
2020-12-04;0,859464709046094;0,85207423915016;0,866886650502949
2020-12-05;0,908031450163527;0,900255465577204;0,915840411244639
2020-12-06;0,897512400099086;0,889632423218313;0,905426641975497
2020-12-07;0,866159011055974;0,85829383260171;0,874059566891476
2020-12-08;0,844181593337129;0,836279360777946;0,852120472217589
2020-12-09;0,829831963708729;0,821827686530298;0,837874495360492
2020-12-10;0,847704025855947;0,839410562541199;0,856037694674709
2020-12-11;0,87165418468784;0,863028358858223;0,88032231041771
2020-12-12;0,917812640179784;0,908756723811616;0,926912834414246
2020-12-13;0,929565244848989;0,920290053332207;0,938886299719733
2020-12-14;0,924269402667331;0,914901341147353;0,933684522338713
2020-12-15;0,924528838916985;0,915053283830292;0,934052527491527
2020-12-16;0,912587236357126;0,903066194487874;0,922157515361898
2020-12-17;0,891565650308633;0,882039503643764;0,901142255412934
2020-12-18;0,898091582696671;0,888391232541982;0,907843876440502
2020-12-19;0,911075326121926;0,901149438181652;0,921054828585124
2020-12-20;0,905218130330973;0,895175041262716;0,915316468168602
2020-12-21;0,915329403562503;0,905084533783187;0,925631132164039
2020-12-22;0,942639456168747;0,932098564400883;0,953238795884716
2020-12-23;0,956524802186193;0,945785082392093;0,967324316266612
2020-12-24;0,939619571488896;0,92888600051863;0,950413948776042
2020-12-25;0,910519515547745;0,899870040839429;0,921230768902526
2020-12-26;0,88520631539821;0,87459430216966;0,895881436789463
2020-12-27;0,875535452532631;0,864826074539243;0,886309819839637
2020-12-28;0,884156059209556;0,873201032594078;0,895178433011488
2020-12-29;0,9388881265247;0,927386969831901;0,950459180496868
2020-12-30;0,995305333623381;0,983288817481143;1,00739382012756
2020-12-31;1,00345601274504;0,991307292944649;1,01567769893364
2021-01-01;1,0094624790791;0,997261567651985;1,02173654653553
2021-01-02;1,01908321942831;1,0068342805445;1,0314051928946
2021-01-03;1,00786468293068;0,995707865205305;1,02009424312215
2021-01-04;0,995239515346841;0,983182886760443;1,00736860186232
2021-01-05;0,998782230579881;0,986711097040073;1,01092573784201
2021-01-06;1,01013809179182;0,997995524372749;1,02235306642022
2021-01-07;1,03656018563943;1,02426495901623;1,04892775345019
2021-01-08;1,07427412751258;1,06179311299971;1,08682706026923
2021-01-09;1,05380195922591;1,04152978336752;1,06614501847865
2021-01-10;1,00946513905764;0,997560196788891;1,02143972081589
2021-01-11;0,95366796351076;0,94216049198423;0,965244318354553
2021-01-12;0,935617026584537;0,924204797001077;0,947098315545722
2021-01-13;0,936079842192658;0,924584450256844;0,947645271908467
2021-01-14;0,951550072437665;0,939850410219164;0,963321104697591
2021-01-15;0,964609108113296;0,952725166867101;0,976565689370742
2021-01-16;0,955353416741456;0,943445609451656;0,967334867976084
2021-01-17;0,916263285284359;0,904530094016809;0,92807103955424
2021-01-18;0,878887621618461;0,867292893018459;0,890558274905205
2021-01-19;0,886149410156851;0,874338821290586;0,898038136732956
2021-01-20;0,904969703672859;0,892824882342451;0,917195433235
2021-01-21;0,903066597020413;0,890732211671944;0,915484621852159
2021-01-22;0,925226645517064;0,912549996787185;0,937989525788161
2021-01-23;0,943379891917654;0,930406406236514;0,956441959124902
2021-01-24;0,925975527983337;0,912985052345096;0,939056499126975
2021-01-25;0,909088353833735;0,896087113069291;0,922181936534747
2021-01-26;0,926591274117122;0,913307382752185;0,939969746821582
2021-01-27;0,945680671083541;0,932093530050986;0,959364765165037
2021-01-28;0,958565920790991;0,944744367662792;0,972486455109908
2021-01-29;0,981261649308276;0,967167095709568;0,995456749371158
2021-01-30;0,994641441019617;0,9803792815171;1,00900516635837
2021-01-31;0,972859393881875;0,958721502199366;0,987099333625369
2021-02-01;0,954091877703578;0,940057672404461;0,968228626803062
2021-02-02;0,959039142757163;0,944900961267477;0,973280857958796
2021-02-03;0,967672083338485;0,953382272453274;0,982066718343376
2021-02-04;0,969448868867079;0,95506380819749;0,983939964819828
2021-02-05;0,985053787328552;0,970481119922941;0,999733547564846
2021-02-06;1,00453289501933;0,989762988771697;1,01941067455573
2021-02-07;0,983658010394812;0,969024176994698;0,998399995247549
2021-02-08;0,965544391047812;0,951031566889892;0,980165589242919
2021-02-09;0,97243797467702;0,957827140078781;0,987157873048617
2021-02-10;0,993863149038251;0,97902765283539;1,00880865943485
2021-02-11;1,00442250958905;0,98946461915774;1,01949105929162
2021-02-12;1,01606937842328;1,00101418071554;1,03123539069897
2021-02-13;1,01616636451488;1,00112826432026;1,03131501616659
2021-02-14;1,00934566753751;0,994390953498842;1,02441045016862
2021-02-15;0,996170051639204;0,981342787410626;1,01110695117477
2021-02-16;1,00254358222955;0,987678988782403;1,01751766007259
2021-02-17;1,03710158305798;1,02198332021269;1,05232931153857
2021-02-18;1,05237222605181;1,03717950242019;1,06767388449566
2021-02-19;1,09288093412907;1,07748589656303;1,1083836622401
2021-02-20;1,10783649107226;1,09248836869714;1,12329019143141
2021-02-21;1,07785552823288;1,06292201760447;1,09289176996463
2021-02-22;1,07080982448159;1,05612267006679;1,0855969953727
2021-02-23;1,06269890856384;1,04823241682381;1,0772631695978
2021-02-24;1,08465599886181;1,07018359310372;1,09922426015267
2021-02-25;1,09465969191051;1,08027288974968;1,10914034397149
2021-02-26;1,12943139281852;1,11499719477932;1,14395713516249
2021-02-27;1,1441955969146;1,12989099792609;1,15858893126983
2021-02-28;1,09869882478233;1,08494251348397;1,11254059846724
2021-03-01;1,08328733559296;1,06986338298667;1,09679382335735
2021-03-02;1,0779181485438;1,06471287225568;1,09120368507785
2021-03-03;1,0828136765066;1,06973492965543;1,09597079023637
2021-03-04;1,06903330795002;1,05618762415575;1,08195556264368
2021-03-05;1,08897664078979;1,07615237471377;1,10187581606285
2021-03-06;1,10406541319773;1,09129909265643;1,11690494521873
2021-03-07;1,0775449519159;1,06510091477586;1,0900602623062
2021-03-08;1,07019258528728;1,05795116338128;1,08250344841801
2021-03-09;1,04664717173004;1,03467609673938;1,05868614853275
2021-03-10;1,06131307157712;1,04936392508874;1,07332893052886
2021-03-11;1,06472621877504;1,05285416694524;1,07666391034895
2021-03-12;1,07254889749043;1,06073780089469;1,08442448324811
2021-03-13;1,08926975315202;1,07748237907253;1,10112036562533
2021-03-14;1,05667634932305;1,04519862370884;1,06821588520709
2021-03-15;1,04433054378809;1,03303982116479;1,05568178454101
2021-03-16;1,04070801241306;1,02952701439717;1,05194856259866
2021-03-17;1,06352372433559;1,0522933145429;1,07481291954506
2021-03-18;1,06215707274263;1,05101654329478;1,07335552280261
2021-03-19;1,08599092485437;1,07482327512544;1,09721549436922
2021-03-20;1,0852099783852;1,07416304365206;1,09631264622492
2021-03-21;1,05754061472522;1,04676528346544;1,06837035986737
2021-03-22;1,0524167977237;1,04178063234967;1,06310623645293
2021-03-23;1,05320914289339;1,04265931388218;1,06381134214051
2021-03-24;1,04768502857688;1,03724425174199;1,05817736769297
2021-03-25;1,03770025882082;1,0273854170816;1,04806591006297
2021-03-26;1,04473655431337;1,034452698054;1,05507057271481
2021-03-27;1,05101010125994;1,04075828554621;1,06131146727363
2021-03-28;1,04951821455771;1,03934290895825;1,05974240157462
2021-03-29;1,03251376177936;1,02249385154148;1,04258185266576
2021-03-30;1,00968950416412;0,999842206709551;1,01958438962983
2021-03-31;1,00662276747619;0,996826147014203;1,01646663041349
2021-04-01;0,989171381134527;0,979476308185209;0,998913540144369
2021-04-02;1,00468114212393;0,994909212554047;1,01450016703938
2021-04-03;1,01477264398519;1,00494841092347;1,0246440034602
2021-04-04;0,99591948542111;0,986197068366639;1,00568893275818
2021-04-05;0,95668342389519;0,947162229225074;0,966251576502221
2021-04-06;0,94702795649629;0,937529158978916;0,95657396962709
2021-04-07;0,950237839524418;0,940662626094251;0,959860870340866
2021-04-08;0,943962792336269;0,934346534457807;0,953627601688465
2021-04-09;0,980268702860867;0,97038970089207;0,990197045210179
2021-04-10;0,958668491335369;0,948840072533806;0,968546851224569
2021-04-11;0,94902550574812;0,939197183237835;0,958904278417491
2021-04-12;0,937143259775742;0,927314089991637;0,947023531557992
2021-04-13;0,94672131739461;0,936760610976589;0,956733972599594
2021-04-14;0,953094375854161;0,943013174277086;0,963228436328069
2021-04-15;0,940899795144117;0,930804474691724;0,951048813721178
2021-04-16;0,94288554111551;0,932698265717555;0,953127384205684
2021-04-17;0,950423862445436;0,940108042512115;0,960795193417524
2021-04-18;0,966275902157866;0,95578883168478;0,976819400834491
2021-04-19;0,956473464071255;0,945970489551296;0,96703362177556
2021-04-20;0,957721134056248;0,947147899670963;0,968352245447044
2021-04-21;0,973928397367554;0,963198910879091;0,984716491628704
2021-04-22;0,953779135116427;0,943104961927623;0,964512543909481
2021-04-23;0,963927799142627;0,953137401432381;0,974778092207848
2021-04-24;0,969797081823274;0,958909775847755;0,980744995761487
2021-04-25;0,958915995479842;0,948033493464139;0,969859742844529
2021-04-26;0,927386629652179;0,916627511513228;0,938207655304075
2021-04-27;0,92599964786276;0,915162535285524;0,936899666018456
2021-04-28;0,938186075234414;0,927163297035881;0,949273089048688
2021-04-29;0,948018868121648;0,936822103041069;0,959281227219336
2021-04-30;0,951295741180703;0,939977741422799;0,962680535123494
2021-05-01;0,949150899135135;0,937756476255175;0,960613177895037
2021-05-02;0,927996310468505;0,916644798082132;0,939416711635928
2021-05-03;0,903700449872173;0,892398109966607;0,915072928673685
2021-05-04;0,891060537792844;0,87970176425676;0,902491165913671
2021-05-05;0,875376061288237;0,863947545850055;0,886878631062609
2021-05-06;0,885381358406748;0,873684201065896;0,897155221789148
2021-05-07;0,891857210312342;0,879900166025444;0,903893832773348
2021-05-08;0,903384656056449;0,891137484277906;0,915714255508982
2021-05-09;0,884676426992299;0,872360574864906;0,897077412045109
2021-05-10;0,853400469330145;0,841106308929257;0,865782593339848
2021-05-11;0,84080928713827;0,82836733901155;0,853342693398843
2021-05-12;0,825649521510327;0,813034835316041;0,83835997220732
2021-05-13;0,827747031996806;0,814787841672845;0,840807051773568
2021-05-14;0,823648585720518;0,81036722262077;0,837036405882559
2021-05-15;0,846018541944497;0,83218137274832;0,859968222360085
2021-05-16;0,836576445677564;0,822450156371366;0,850821351986139
2021-05-17;0,810805939135864;0,796543052623272;0,825193635130369
2021-05-18;0,819598918986135;0,804863167225251;0,834466489525575
2021-05-19;0,807890249426532;0,79283451055819;0,823085634358332
2021-05-20;0,811535149804208;0,795992925437423;0,827225560516815
2021-05-21;0,817668754309189;0,801591822295087;0,833903095206572
2021-05-22;0,841683891752679;0,824881377079268;0,858653463711695
2021-05-23;0,836507145915715;0,819290394991584;0,853900432904034
2021-05-24;0,807637031374856;0,790279312856609;0,825180687934951
2021-05-25;0,800944839939068;0,783177847320249;0,818908338242491
2021-05-26;0,823829618653159;0,805257159251444;0,842610877931473
2021-05-27;0,863724101944006;0,844126705512616;0,883543257890191
2021-05-28;0,877452288237319;0,857182314440009;0,89795584076345
2021-05-29;0,899079125252097;0,878116826861447;0,920285248029591
2021-05-30;0,891133569883391;0,869888713141746;0,912631168261301
2021-05-31;0,854865909726228;0,833716156681277;0,876276891797851
2021-06-01;0,871075831751921;0,849318252944891;0,893104758126681
